question_id,question,retrieval_method,retrieved_ids,relevant_ids,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,ndcg@1,ndcg@3,ndcg@5,reference_answer,generated_answer,rouge_l,bertscore_f1,retrieval_latency,generation_latency,total_latency
21,What is the difference between PUT and PATCH in HTTP?,bm25,"247_github_rest_api_commits, 024_http_methods, 046_semantic_versioning_overview",024_http_methods,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,PUT replaces a resource entirely while PATCH applies partial modifications.,"The GitHub REST API provides endpoints for reading and writing repository commits.
The GET /repos/{owner}/{repo}/commits endpoint returns a list of commits on the default branch or a specified branch, filtered optionally by author, path, or date range. Each commit object contains the SHA, commit message, author name and email, timestamp, and links to the tree and parent commits.
A single commit can be retrieved with GET /repos/{owner}/{repo}/commits/{ref} where ref is a SHA, branch name, or tag. The response includes the list of files changed, with additions, deletions, and a patch showing the diff.
The comparison endpoint GET /repos/{owner}/{repo}/compare/{base}...{head} returns the commits and file changes between two references, which is useful for computing what changed between releases or in a pull request.",0.027972027972027972,0.8049809336662292,0.0007739999564364552,2.3149165000068024,2.315690499963239
22,What does a 404 status code mean?,bm25,"025_http_status_codes, 049_rest_api_error_responses, 109_github_oauth_apps",025_http_status_codes,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,A 404 status code means the requested resource was not found.,"HTTP status codes are three-digit numbers returned by a server to indicate the result
of a request. Codes in the 2xx range indicate success, with 200 OK being the most
common. The 3xx range is used for redirections, 4xx for client errors such as 404
Not Found and 401 Unauthorized, and 5xx for server-side errors. Status codes help
clients understand whether a request succeeded and what follow-up action to take.",0.14285714285714285,0.8520932793617249,0.0005740000051446259,1.3532331999740563,1.353807199979201
23,Why are HTTP headers important for API communication?,bm25,"026_http_headers, 051_http_caching, 049_rest_api_error_responses",026_http_headers,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"HTTP headers convey metadata about requests and responses including content type, authentication, and caching.","HTTP headers are key-value pairs sent in both requests and responses to convey metadata
about the message. Request headers can specify accepted content types, authentication
credentials, and caching preferences. Response headers provide information such as
content type, content length, and cache control directives. Headers play a central
role in content negotiation, authentication, and cross-origin resource sharing (CORS).",0.32876712328767127,0.8948480486869812,0.0006024999893270433,3.348706900025718,3.349309400015045
24,Who created Git and why was it built?,bm25,"027_git_overview, 227_git_workflows, 101_github_get_started_overview",027_git_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Git was created by Linus Torvalds in 2005 as a distributed version control system.,"Git is a distributed version control system designed for tracking changes in source
code during software development. Unlike centralized systems, every Git repository
contains the full project history, enabling offline work and fast branching. Git was
created by Linus Torvalds in 2005 and is now the most widely used version control
system in the world. It forms the foundation of hosting platforms such as GitHub,
GitLab, and Bitbucket.",0.2682926829268293,0.9016441106796265,0.000714800029527396,1.1637354000122286,1.164450200041756
25,Why are branches in Git considered cheap to create?,bm25,"028_git_branching, 248_github_rest_api_branches, 029_git_remote_repositories",028_git_branching,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Branches in Git are lightweight pointers to commits and are fast to create and switch between.,"Branching in Git allows developers to diverge from the main line of development and
work independently without affecting other branches. A branch is a lightweight movable
pointer to a specific commit in the repository history. Feature branches are commonly
used to isolate new work, which is then merged back into the main branch via pull
requests or merge commits. Branches in Git are cheap to create and fast to switch
between.",0.2988505747126437,0.8902614712715149,0.0007207000162452459,2.6173121000174433,2.6180328000336885
26,What is the difference between git fetch and git pull?,bm25,"229_git_stash, 027_git_overview, 115_github_migrations",029_git_remote_repositories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fetching brings remote changes locally without merging, while pulling fetches and merges in one step.","Git stash temporarily shelves changes in the working directory that are not ready to commit, allowing the developer to switch context without losing work.
git stash saves all tracked modifications and staged changes to a stack and restores the working directory to the last commit. git stash pop reapplies the most recently stashed changes and removes them from the stack. git stash apply reapplies without removing, useful when the same stash needs to be applied to multiple branches.
Multiple stashes can be managed with git stash list, which shows all stashed entries with their index. A specific stash is applied with git stash apply stash@{n}. Stashes can be given descriptive names using git stash push -m 'description'.
Stash is particularly useful when an urgent bug is reported while working on a feature: the in-progress work is stashed, the hotfix branch is checked out and fixed, and then the stash is popped to resume the feature. Stashes are local and are not pushed to the remote repository.",0.04371584699453552,0.8310508131980896,0.0006909000221639872,4.53114999999525,4.531840900017414
27,What is the OpenAPI Specification used for?,bm25,"030_openapi_overview, 296_api_documentation_practices, 049_rest_api_error_responses",030_openapi_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,The OpenAPI Specification describes HTTP API capabilities in a language-agnostic way for both humans and machines.,"The OpenAPI Specification (OAS) is a standard, language-agnostic interface description
for HTTP APIs. It allows both humans and machines to understand the capabilities of a
service without accessing source code or network traffic. An OpenAPI document describes
available endpoints, request and response formats, authentication methods, and more.
Tools such as Swagger UI can generate interactive documentation directly from an
OpenAPI document.",0.2784810126582279,0.8924884796142578,0.0005644999910145998,2.8536949999979697,2.8542594999889843
28,How are API endpoints described in an OpenAPI document?,bm25,"031_openapi_paths, 266_api_testing_strategies, 296_api_documentation_practices",031_openapi_paths,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,API endpoints are described in the paths object with operations per HTTP method including parameters and responses.,"In an OpenAPI document, the paths object defines the available API endpoints and the
HTTP operations supported at each path. Each path item can contain operations for
methods such as GET, POST, PUT, DELETE, and PATCH. Operations include descriptions of
parameters, request bodies, expected responses, and security requirements. Path
parameters, query parameters, and header parameters are all described inline within
each operation definition.",0.22499999999999998,0.8767573833465576,0.0006807000027038157,1.4579071999760345,1.4585878999787383
29,How does using components in OpenAPI reduce duplication?,bm25,"032_openapi_components, 296_api_documentation_practices, 265_http2_overview",032_openapi_components,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,The components section holds reusable definitions referenced via $ref to avoid repetition across the specification.,"The components section of an OpenAPI document provides reusable definitions for schemas,
parameters, responses, request bodies, and security schemes. References to components
are made using the $ref keyword, which avoids repeating the same definition throughout
the document. Centralizing definitions in components improves consistency and reduces
duplication across a large API specification. Schemas defined in components typically
follow the JSON Schema standard.",0.23684210526315788,0.8951095938682556,0.0006380999693647027,3.230166499968618,3.230804599937983
30,How do you send a GET request using the Python requests library?,bm25,"023_http_overview, 218_stackexchange_api_terms_accept, 024_http_methods",033_python_requests_library,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Use requests.get() with the URL and optionally parameters and headers to send a GET request.,"HTTP (Hypertext Transfer Protocol) is the foundation of data communication on the
web and follows a client-server model where clients send requests and servers return
responses. It is a stateless, application-layer protocol, meaning no session
information is retained between requests by default. HTTP defines request methods,
status codes, and headers that govern how resources are fetched and transmitted.
HTTPS is the secure version of HTTP, using TLS to encrypt traffic between client
and server.",0.10869565217391304,0.8352512717247009,0.000936599972192198,4.980641199974343,4.981577799946535
31,How can you read a JSON file in Python?,bm25,"034_python_json_module, 218_stackexchange_api_terms_accept, 012_github_repository_contents",034_python_json_module,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Use json.load() with an open file object or json.loads() with a JSON string to parse JSON in Python.,"Python's built-in json module provides functions for encoding and decoding JSON data.
The json.dumps() function serializes a Python object to a JSON-formatted string, while
json.loads() parses a JSON string into a Python object. The json.dump() and json.load()
functions work with file objects for reading and writing JSON files directly. Custom
serialization of non-standard types can be handled through the default parameter of
json.dumps().",0.1739130434782609,0.8881995677947998,0.0007835000287741423,3.8027448000502773,3.8035283000790514
32,Why should each Python project use its own virtual environment?,bm25,"286_containerisation_best_practices, 058_unit_testing_principles, 035_python_virtual_environments",035_python_virtual_environments,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,Virtual environments prevent dependency conflicts by giving each project its own isolated Python installation.,"Containerisation packages an application and its dependencies into a container image that runs consistently across different environments.
Docker is the most widely used containerisation platform. A Dockerfile defines the image build process: starting from a base image, copying application files, installing dependencies, and specifying the command to run. docker build creates the image; docker run starts a container from it.
Containers are isolated from each other and the host using Linux namespaces and cgroups. Each container has its own filesystem, process space, and network interface, but shares the host OS kernel, making containers more lightweight than virtual machines.
Container images should be kept small to reduce attack surface and image pull time. Best practices include using minimal base images (such as python:3.12-slim or distroless), running as a non-root user, not storing secrets in the image, and using multi-stage builds to exclude build-time tools from the final image. Images should be scanned for vulnerabilities as part of the CI pipeline before deployment.",0.06629834254143646,0.8437302112579346,0.0006763999699614942,1.1545315000112168,1.1552078999811783
33,What is npm and what is it used for?,bm25,"184_github_project_visualize, 191_github_project_monitor, 037_npm_package_json",036_npm_overview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,npm is the default package manager for Node.js used for installing and managing JavaScript packages.,"GitHub Projects is designed to help teams visualize and manage their work in a
structured way by bringing together related issues and pull requests.
This organization makes it easier to understand what needs to be done and what is currently in progress.",0.10344827586206898,0.8515429496765137,0.0006555999862030149,2.64260620001005,2.643261799996253
34,What information does a package.json file contain?,bm25,"037_npm_package_json, 109_github_oauth_apps, 231_github_security_policies",037_npm_package_json,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"package.json contains project metadata, dependencies, devDependencies, scripts, and the main entry point.","The package.json file is the manifest for a Node.js project and is required by npm to
manage dependencies and scripts. It records project metadata such as name, version,
description, and license, as well as the project's dependencies and devDependencies.
The scripts field defines command aliases that can be run with npm run, such as start,
test, and build. The main field specifies the entry point of the package when it is
imported by other modules.",0.2637362637362637,0.886017382144928,0.0005342000513337553,1.4878861000179313,1.488420300069265
35,What does statelessness mean as a REST constraint?,bm25,"038_rest_architectural_constraints, 282_agile_development_overview, 109_github_oauth_apps",038_rest_architectural_constraints,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Statelessness means each REST request must contain all information needed to process it with no server-side session state.,"REST (Representational State Transfer) is an architectural style for distributed
hypermedia systems, defined by Roy Fielding in his 2000 doctoral dissertation. The
six guiding constraints of REST are: client-server separation, statelessness,
cacheability, uniform interface, layered system, and code on demand (optional).
Statelessness means each request must contain all information needed to process it,
with no session state stored on the server between requests. A uniform interface,
including resource identification via URIs and the use of standard HTTP methods, is
central to RESTful API design.",0.30769230769230765,0.8800492882728577,0.0006011999794282019,1.677064799994696,1.6776659999741241
36,What events can trigger a GitHub Actions workflow?,bm25,"041_github_actions_triggers, 192_github_packages_trigger, 245_github_webhook_hmac_verification",041_github_actions_triggers,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Workflows can be triggered by push, pull_request, schedule, workflow_dispatch, and workflow_call events.","GitHub Actions workflows are triggered by events defined in the on field of a workflow
file. Common triggers include push and pull_request for code changes, schedule for
cron-based automation, and workflow_dispatch for manual triggering via the GitHub UI.
Filters such as branches and paths narrow which events actually trigger a workflow. The
workflow_call trigger allows a workflow to be reused by other workflows within the same
or different repositories.",0.2727272727272727,0.8861152529716492,0.000583200016990304,1.553371399990283,1.5539546000072733
37,How is a GitHub Actions workflow file structured?,bm25,"040_github_actions_workflow_syntax, 012_github_repository_contents, 159_github_packages_use",040_github_actions_workflow_syntax,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Workflow files use top-level YAML keys name, on, env, and jobs, where each job has a runs-on value and a steps list.","A GitHub Actions workflow file is written in YAML and defines the automation that runs
in response to specified events. The top-level keys include name, on (triggers), env
(environment variables), and jobs. Each job specifies a runs-on value to select the
runner and contains a steps list of individual actions or shell commands. Steps can use
pre-built community actions from the GitHub Marketplace via the uses keyword, or run
arbitrary shell scripts using the run keyword.",0.3883495145631068,0.884172260761261,0.0005955999949947,3.000342899991665,3.0009384999866597
38,How does GitHub verify that a webhook payload is authentic?,bm25,"245_github_webhook_hmac_verification, 045_github_webhooks_events, 244_github_webhook_payload_structure",044_github_webhooks_overview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GitHub computes an HMAC-SHA256 signature of the payload and includes it in a header for the receiver to validate.,"GitHub signs webhook payloads with an HMAC-SHA256 signature so that receivers can verify the payload originated from GitHub and was not tampered with in transit.
When a webhook secret is configured, GitHub computes the HMAC of the raw request body using the secret as the key and includes the result in the X-Hub-Signature-256 header in the format sha256=<hex_digest>.
The receiving server must recompute the HMAC using the same secret and compare it to the header value using a constant-time comparison function to prevent timing attacks. Requests where the signature does not match should be rejected with a 400 or 403 status.
Webhook secrets should be long, random strings stored securely in environment variables and rotated periodically. Skipping signature verification opens the endpoint to spoofed events that could trigger unintended actions such as deployments or database changes.",0.17177914110429449,0.8761951923370361,0.0007206000154837966,1.6992532000294887,1.6999738000449724
39,When should the major version number be incremented in Semantic Versioning?,bm25,"046_semantic_versioning_overview, 064_git_commit_messages, 211_stackexchange_rate_limit",046_semantic_versioning_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,The major version is incremented when a breaking change incompatible with the previous API is introduced.,"Semantic Versioning (SemVer) is a versioning convention that assigns version numbers in
the format MAJOR.MINOR.PATCH to software releases. A MAJOR version increment signals a
breaking change incompatible with the previous API, a MINOR increment adds functionality
in a backward-compatible manner, and a PATCH increment indicates backward-compatible bug
fixes. Pre-release identifiers and build metadata can be appended after a hyphen or plus
sign respectively. SemVer provides a shared contract between package authors and
consumers, making it possible to manage dependency upgrades predictably.",0.2352941176470588,0.8604607582092285,0.0007332999957725406,1.4149085999815725,1.415641899977345
40,What naming convention should REST API resource paths follow?,bm25,"047_rest_api_resource_naming, 049_rest_api_error_responses, 064_git_commit_messages",047_rest_api_resource_naming,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Use plural nouns for collections and unique identifiers for individual resources, with nesting limited to two levels.","RESTful API design guidelines recommend using nouns rather than verbs in resource URIs
and structuring paths to reflect resource hierarchies. Collections should be named with
plural nouns such as /users, and individual resources should be identified by a unique
identifier in the path such as /users/42. Nesting paths such as /users/42/posts should
reflect a clear ownership relationship but should not exceed two levels to maintain
readability. Query parameters should be used for filtering, sorting, and pagination
rather than embedding these concerns in the path.",0.17307692307692307,0.8625765442848206,0.0007495000027120113,1.2647769000031985,1.2655264000059105
41,How should a REST API communicate errors to clients?,bm25,"049_rest_api_error_responses, 097_error_handling_best_practices, 050_rest_api_pagination",049_rest_api_error_responses,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Return an appropriate 4xx or 5xx status code with a structured body containing a machine-readable code and a human-readable message.,"A well-designed REST API returns informative error responses that help clients understand
what went wrong and how to fix it. The HTTP status code should accurately reflect the
error category, with 4xx codes for client errors and 5xx for server errors. The response
body should include a machine-readable error code, a human-readable message, and
optionally a details field with additional context. The RFC 7807 Problem Details
specification defines a standard JSON format for HTTP error responses that is widely
adopted by API designers.",0.24074074074074076,0.8663753271102905,0.0006726999999955297,2.152195100032259,2.1528678000322543
42,Why is cursor-based pagination preferred over offset-based for large datasets?,bm25,"050_rest_api_pagination, 290_github_graphql_pagination, 223_github_two_factor_authentication",050_rest_api_pagination,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Cursor-based pagination uses an opaque token instead of offsets, giving stable results when items are inserted or deleted.","REST APIs that return collections of resources typically implement pagination to limit
response size and reduce server load. Common strategies include offset-based pagination
using page and per_page query parameters, cursor-based pagination using an opaque cursor
token, and keyset-based pagination. The GitHub REST API uses Link headers with rel values
of next, prev, first, and last to communicate pagination navigation. Cursor-based
pagination is generally preferred over offset-based for large or frequently updated
datasets because it provides stable results as items are inserted or deleted.",0.2962962962962963,0.8787181377410889,0.0009012999944388866,1.5730233000358567,1.5739246000302956
