question_id,question,retrieval_method,retrieved_ids,relevant_ids,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,ndcg@1,ndcg@3,ndcg@5,reference_answer,generated_answer,rouge_l,bertscore_f1,retrieval_latency,generation_latency,total_latency
11,What types of tokens can be used in GitHub API?,tfidf,"221_github_personal_access_tokens, 003_github_rest_authentication, 108_github_apps_overview",003_github_rest_authentication,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,"GitHub supports personal tokens, app tokens, and GITHUB_TOKEN.","Personal access tokens (PATs) are an alternative to passwords for authenticating to GitHub when using the API or command line.
GitHub supports two types: classic tokens and fine-grained tokens. Fine-grained tokens allow scoping permissions to specific repositories and resource types, reducing the blast radius if a token is leaked.
Classic tokens grant broad scopes such as repo, read:org, or workflow and apply across all repositories the user has access to.
Tokens should be treated like passwords: stored securely, rotated regularly, and never committed to source code. GitHub automatically revokes tokens detected in public repositories through secret scanning.",0.12844036697247707,0.8466860055923462,0.014846500009298325,1.9146775000263005,1.9295240000355989
12,Why is it recommended to avoid unnecessary polling?,tfidf,"006_github_rest_best_practices_polling, 005_github_rest_best_practices_auth, 207_stackexchange_numbers",006_github_rest_best_practices_polling,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Polling should be avoided to reduce unnecessary API calls.,"The GitHub advises developers to avoid polling the API un necessarily.
Instead, it recommends using webhooks where possible so integrations can react to events without repeatedly
querying the same resources.",0.10256410256410256,0.878608763217926,0.0008265000069513917,0.979110199958086,0.9799366999650374
13,What does the answers endpoint return in Stack Exchange API?,tfidf,"014_stackexchange_api_overview, 016_stackexchange_answers_endpoint, 017_stackexchange_question_type",016_stackexchange_answers_endpoint,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,The answers endpoint returns undeleted answers.,"Stack Exchange provides an official API with authentication and write support in version 2.3.
The documentation explains how applications can access site data and how developers
can query content across Stack Exchange sites.",0.05,0.8295513987541199,0.0012428999762050807,0.5292847999953665,0.5305276999715716
14,Why are some repository fields not visible to all users?,tfidf,"011_github_repository_permissions, 190_github_project_add_field, 166_github_fields_understand",011_github_repository_permissions,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Some fields require higher permissions to be visible.,"Some repository fields require higher permissions to be visible.
For example, certain security-related information may only appear for repository administrators or organization
security managers.
Public resources can often be accessed without authentication.",0.3902439024390244,0.9221721291542053,0.0009264000109396875,1.815137900004629,1.8160643000155687
15,What is the role of query parameters in API requests?,tfidf,"031_openapi_paths, 002_github_rest_getting_started, 014_stackexchange_api_overview",002_github_rest_getting_started,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,Query parameters provide additional information for requests.,"In an OpenAPI document, the paths object defines the available API endpoints and the
HTTP operations supported at each path. Each path item can contain operations for
methods such as GET, POST, PUT, DELETE, and PATCH. Operations include descriptions of
parameters, request bodies, expected responses, and security requirements. Path
parameters, query parameters, and header parameters are all described inline within
each operation definition.",0.057142857142857134,0.8490393757820129,0.0009488000068813562,2.495689900009893,2.4966387000167742
16,What is Docker and what problem does it solve?,tfidf,"019_docker_overview, 091_docker_compose_overview, 021_docker_containers",019_docker_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Docker is an open platform for packaging and running applications in isolated containers.,"Docker is an open platform for developing, shipping, and running applications inside
isolated environments called containers. Containers package code and all dependencies
together, ensuring consistent behavior across different machines and environments.
Docker provides a daemon, a CLI client, and a registry (Docker Hub) for managing
container images and workloads. It is widely used in DevOps pipelines to streamline
deployment and infrastructure management.",0.29333333333333333,0.898831844329834,0.0013515000464394689,3.349802299984731,3.3511538000311702
17,How is a Docker image built and what makes it reusable?,tfidf,"286_containerisation_best_practices, 020_docker_images, 091_docker_compose_overview",020_docker_images,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,Docker images are built from a Dockerfile and are layered and reusable across environments.,"Containerisation packages an application and its dependencies into a container image that runs consistently across different environments.
Docker is the most widely used containerisation platform. A Dockerfile defines the image build process: starting from a base image, copying application files, installing dependencies, and specifying the command to run. docker build creates the image; docker run starts a container from it.
Containers are isolated from each other and the host using Linux namespaces and cgroups. Each container has its own filesystem, process space, and network interface, but shares the host OS kernel, making containers more lightweight than virtual machines.
Container images should be kept small to reduce attack surface and image pull time. Best practices include using minimal base images (such as python:3.12-slim or distroless), running as a non-root user, not storing secrets in the image, and using multi-stage builds to exclude build-time tools from the final image. Images should be scanned for vulnerabilities as part of the CI pipeline before deployment.",0.07734806629834254,0.8628894686698914,0.01166319998446852,4.089999599964358,4.101662799948826
18,What makes containers isolated from each other?,tfidf,"021_docker_containers, 019_docker_overview, 022_docker_networking",021_docker_containers,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Containers are isolated using Linux namespaces and cgroups.,"A Docker container is a runnable instance of a Docker image. Containers are isolated
from each other and from the host system using Linux namespaces and cgroups. They can
be started, stopped, moved, and deleted independently of other containers. Multiple
containers can run on the same host without interfering with each other's dependencies
or runtime configurations.",0.24615384615384614,0.894563615322113,0.0008861999958753586,1.9507623999961652,1.9516485999920405
19,How do containers communicate with each other in Docker?,tfidf,"021_docker_containers, 019_docker_overview, 022_docker_networking",022_docker_networking,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,"Containers communicate via Docker networks, including the default bridge network and custom networks with DNS-based discovery.","A Docker container is a runnable instance of a Docker image. Containers are isolated
from each other and from the host system using Linux namespaces and cgroups. They can
be started, stopped, moved, and deleted independently of other containers. Multiple
containers can run on the same host without interfering with each other's dependencies
or runtime configurations.",0.13513513513513511,0.8463190197944641,0.0009123000199906528,9.854005600034725,9.854917900054716
20,What does it mean that HTTP is stateless?,tfidf,"265_http2_overview, 023_http_overview, 033_python_requests_library",023_http_overview,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,Stateless means no session information is retained between requests on the server.,"HTTP/2 is a major revision of the HTTP protocol designed to reduce latency and improve throughput by changing how messages are transmitted, while keeping the same semantics as HTTP/1.1.
HTTP/2 uses a binary framing layer instead of the text-based format of HTTP/1.1. This enables multiplexing: multiple requests and responses can be interleaved on a single TCP connection simultaneously, eliminating the head-of-line blocking problem of HTTP/1.1 pipelines.
Header compression using HPACK reduces the overhead of repeated headers across requests in the same connection. Server push allows servers to proactively send resources before the client requests them, though this feature is now less commonly used due to caching complexities.
HTTP/2 requires TLS in practice (though not in the specification) because browsers only implement HTTP/2 over encrypted connections. Server and API frameworks such as nginx, uvicorn, and most cloud load balancers support HTTP/2 transparently, meaning application code typically does not need to change to benefit from it.",0.05555555555555555,0.8355226516723633,0.0008370000286959112,2.691616099968087,2.692453099996783
21,What is the difference between PUT and PATCH in HTTP?,tfidf,"265_http2_overview, 002_github_rest_getting_started, 023_http_overview",024_http_methods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUT replaces a resource entirely while PATCH applies partial modifications.,"HTTP/2 is a major revision of the HTTP protocol designed to reduce latency and improve throughput by changing how messages are transmitted, while keeping the same semantics as HTTP/1.1.
HTTP/2 uses a binary framing layer instead of the text-based format of HTTP/1.1. This enables multiplexing: multiple requests and responses can be interleaved on a single TCP connection simultaneously, eliminating the head-of-line blocking problem of HTTP/1.1 pipelines.
Header compression using HPACK reduces the overhead of repeated headers across requests in the same connection. Server push allows servers to proactively send resources before the client requests them, though this feature is now less commonly used due to caching complexities.
HTTP/2 requires TLS in practice (though not in the specification) because browsers only implement HTTP/2 over encrypted connections. Server and API frameworks such as nginx, uvicorn, and most cloud load balancers support HTTP/2 transparently, meaning application code typically does not need to change to benefit from it.",0.02247191011235955,0.8216651082038879,0.0010165999992750585,3.332276200002525,3.3332928000018
22,What does a 404 status code mean?,tfidf,"025_http_status_codes, 282_agile_development_overview, 106_github_code_scanning",025_http_status_codes,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,A 404 status code means the requested resource was not found.,"HTTP status codes are three-digit numbers returned by a server to indicate the result
of a request. Codes in the 2xx range indicate success, with 200 OK being the most
common. The 3xx range is used for redirections, 4xx for client errors such as 404
Not Found and 401 Unauthorized, and 5xx for server-side errors. Status codes help
clients understand whether a request succeeded and what follow-up action to take.",0.14285714285714285,0.8520932793617249,0.0008575000101700425,0.9666291000321507,0.9674866000423208
23,Why are HTTP headers important for API communication?,tfidf,"265_http2_overview, 023_http_overview, 026_http_headers",026_http_headers,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,"HTTP headers convey metadata about requests and responses including content type, authentication, and caching.","HTTP/2 is a major revision of the HTTP protocol designed to reduce latency and improve throughput by changing how messages are transmitted, while keeping the same semantics as HTTP/1.1.
HTTP/2 uses a binary framing layer instead of the text-based format of HTTP/1.1. This enables multiplexing: multiple requests and responses can be interleaved on a single TCP connection simultaneously, eliminating the head-of-line blocking problem of HTTP/1.1 pipelines.
Header compression using HPACK reduces the overhead of repeated headers across requests in the same connection. Server push allows servers to proactively send resources before the client requests them, though this feature is now less commonly used due to caching complexities.
HTTP/2 requires TLS in practice (though not in the specification) because browsers only implement HTTP/2 over encrypted connections. Server and API frameworks such as nginx, uvicorn, and most cloud load balancers support HTTP/2 transparently, meaning application code typically does not need to change to benefit from it.",0.054945054945054944,0.840674102306366,0.0008322999929077923,3.747005299956072,3.74783759994898
24,Who created Git and why was it built?,tfidf,"027_git_overview, 101_github_get_started_overview, 229_git_stash",027_git_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Git was created by Linus Torvalds in 2005 as a distributed version control system.,"Git is a distributed version control system designed for tracking changes in source
code during software development. Unlike centralized systems, every Git repository
contains the full project history, enabling offline work and fast branching. Git was
created by Linus Torvalds in 2005 and is now the most widely used version control
system in the world. It forms the foundation of hosting platforms such as GitHub,
GitLab, and Bitbucket.",0.2682926829268293,0.9016440510749817,0.0010575000196695328,1.4822909999638796,1.4833484999835491
25,Why are branches in Git considered cheap to create?,tfidf,"028_git_branching, 248_github_rest_api_branches, 101_github_get_started_overview",028_git_branching,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Branches in Git are lightweight pointers to commits and are fast to create and switch between.,"Branching in Git allows developers to diverge from the main line of development and
work independently without affecting other branches. A branch is a lightweight movable
pointer to a specific commit in the repository history. Feature branches are commonly
used to isolate new work, which is then merged back into the main branch via pull
requests or merge commits. Branches in Git are cheap to create and fast to switch
between.",0.2988505747126437,0.8902614712715149,0.0009135000291280448,1.2967153000063263,1.2976288000354543
26,What is the difference between git fetch and git pull?,tfidf,"101_github_get_started_overview, 027_git_overview, 229_git_stash",029_git_remote_repositories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fetching brings remote changes locally without merging, while pulling fetches and merges in one step.","GitHub is a cloud-based platform for hosting Git repositories, built on top of Git version control.
It provides tools for code collaboration, issue tracking, project management, and automated workflows.
Users can create public or private repositories, clone them locally, and push changes through standard Git commands.
GitHub supports organisations, teams, and fine-grained access permissions to manage contributors on shared projects.",0.05194805194805195,0.8326968550682068,0.0008455999777652323,3.765934599970933,3.7667801999486983
27,What is the OpenAPI Specification used for?,tfidf,"030_openapi_overview, 296_api_documentation_practices, 266_api_testing_strategies",030_openapi_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,The OpenAPI Specification describes HTTP API capabilities in a language-agnostic way for both humans and machines.,"The OpenAPI Specification (OAS) is a standard, language-agnostic interface description
for HTTP APIs. It allows both humans and machines to understand the capabilities of a
service without accessing source code or network traffic. An OpenAPI document describes
available endpoints, request and response formats, authentication methods, and more.
Tools such as Swagger UI can generate interactive documentation directly from an
OpenAPI document.",0.2784810126582279,0.8924884796142578,0.012075399979948997,2.4710537000210024,2.4831291000009514
28,How are API endpoints described in an OpenAPI document?,tfidf,"030_openapi_overview, 296_api_documentation_practices, 031_openapi_paths",031_openapi_paths,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,API endpoints are described in the paths object with operations per HTTP method including parameters and responses.,"The OpenAPI Specification (OAS) is a standard, language-agnostic interface description
for HTTP APIs. It allows both humans and machines to understand the capabilities of a
service without accessing source code or network traffic. An OpenAPI document describes
available endpoints, request and response formats, authentication methods, and more.
Tools such as Swagger UI can generate interactive documentation directly from an
OpenAPI document.",0.10126582278481013,0.8465132117271423,0.0008394999895244837,1.3633060999563895,1.364145599945914
29,How does using components in OpenAPI reduce duplication?,tfidf,"032_openapi_components, 030_openapi_overview, 208_stackexchange_api_compression",032_openapi_components,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,The components section holds reusable definitions referenced via $ref to avoid repetition across the specification.,"The components section of an OpenAPI document provides reusable definitions for schemas,
parameters, responses, request bodies, and security schemes. References to components
are made using the $ref keyword, which avoids repeating the same definition throughout
the document. Centralizing definitions in components improves consistency and reduces
duplication across a large API specification. Schemas defined in components typically
follow the JSON Schema standard.",0.23684210526315788,0.8951095938682556,0.0008736000163480639,2.4792969000409357,2.480170500057284
30,How do you send a GET request using the Python requests library?,tfidf,"033_python_requests_library, 195_stackexchange_request_id, 023_http_overview",033_python_requests_library,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Use requests.get() with the URL and optionally parameters and headers to send a GET request.,"The requests library is the most widely used HTTP client library for Python and
simplifies making HTTP requests compared to the built-in urllib module. It provides
methods such as requests.get(), requests.post(), and requests.put() that correspond
to HTTP methods. Response objects expose the status code, headers, and body, and can
be decoded as JSON using response.json(). The library supports authentication,
sessions, timeouts, and SSL verification out of the box.",0.1348314606741573,0.8526344299316406,0.0009479000000283122,4.502096800017171,4.503044700017199
31,How can you read a JSON file in Python?,tfidf,"034_python_json_module, 256_python_file_io, 078_json_schema_overview",034_python_json_module,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Use json.load() with an open file object or json.loads() with a JSON string to parse JSON in Python.,"Python's built-in json module provides functions for encoding and decoding JSON data.
The json.dumps() function serializes a Python object to a JSON-formatted string, while
json.loads() parses a JSON string into a Python object. The json.dump() and json.load()
functions work with file objects for reading and writing JSON files directly. Custom
serialization of non-standard types can be handled through the default parameter of
json.dumps().",0.1739130434782609,0.8881995677947998,0.0010439999750815332,4.240549499983899,4.241593499958981
32,Why should each Python project use its own virtual environment?,tfidf,"035_python_virtual_environments, 092_environment_variables, 295_github_codespaces",035_python_virtual_environments,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Virtual environments prevent dependency conflicts by giving each project its own isolated Python installation.,"Python virtual environments allow developers to create isolated Python installations for
individual projects. The built-in venv module creates a directory containing a copy of
the Python interpreter and a separate site-packages folder, independent of the system
installation. This prevents dependency conflicts between projects that require different
versions of the same library. Virtual environments are activated via a shell script and
deactivated with the deactivate command.",0.14814814814814814,0.8790295720100403,0.0008038000087253749,1.5763722999836318,1.5771760999923572
33,What is npm and what is it used for?,tfidf,"036_npm_overview, 037_npm_package_json, 119_github_packages",036_npm_overview,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,npm is the default package manager for Node.js used for installing and managing JavaScript packages.,"npm (Node Package Manager) is the default package manager for the Node.js runtime
environment and hosts the world's largest software registry. It provides a CLI for
installing, publishing, and managing JavaScript packages. The npm install command
downloads packages and records them in package.json and package-lock.json files. npm
scripts allow developers to define and run build, test, and development commands
directly from the command line.",0.3529411764705882,0.898323118686676,0.0007978000212460756,2.732754600001499,2.733552400022745
34,What information does a package.json file contain?,tfidf,"034_python_json_module, 036_npm_overview, 037_npm_package_json",037_npm_package_json,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,"package.json contains project metadata, dependencies, devDependencies, scripts, and the main entry point.","Python's built-in json module provides functions for encoding and decoding JSON data.
The json.dumps() function serializes a Python object to a JSON-formatted string, while
json.loads() parses a JSON string into a Python object. The json.dump() and json.load()
functions work with file objects for reading and writing JSON files directly. Custom
serialization of non-standard types can be handled through the default parameter of
json.dumps().",0.07058823529411765,0.8253175616264343,0.0008488000021316111,2.315304499992635,2.3161532999947667
35,What does statelessness mean as a REST constraint?,tfidf,"038_rest_architectural_constraints, 100_rest_vs_graphql, 282_agile_development_overview",038_rest_architectural_constraints,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,Statelessness means each REST request must contain all information needed to process it with no server-side session state.,"REST (Representational State Transfer) is an architectural style for distributed
hypermedia systems, defined by Roy Fielding in his 2000 doctoral dissertation. The
six guiding constraints of REST are: client-server separation, statelessness,
cacheability, uniform interface, layered system, and code on demand (optional).
Statelessness means each request must contain all information needed to process it,
with no session state stored on the server between requests. A uniform interface,
including resource identification via URIs and the use of standard HTTP methods, is
central to RESTful API design.",0.30769230769230765,0.8800492882728577,0.0008405999979004264,1.6157671000109985,1.616607700008899
36,What events can trigger a GitHub Actions workflow?,tfidf,"041_github_actions_triggers, 192_github_packages_trigger, 159_github_packages_use",041_github_actions_triggers,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Workflows can be triggered by push, pull_request, schedule, workflow_dispatch, and workflow_call events.","GitHub Actions workflows are triggered by events defined in the on field of a workflow
file. Common triggers include push and pull_request for code changes, schedule for
cron-based automation, and workflow_dispatch for manual triggering via the GitHub UI.
Filters such as branches and paths narrow which events actually trigger a workflow. The
workflow_call trigger allows a workflow to be reused by other workflows within the same
or different repositories.",0.2727272727272727,0.8861152529716492,0.0008434999617747962,1.8322355999844149,1.8330790999461897
37,How is a GitHub Actions workflow file structured?,tfidf,"041_github_actions_triggers, 159_github_packages_use, 040_github_actions_workflow_syntax",040_github_actions_workflow_syntax,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,"Workflow files use top-level YAML keys name, on, env, and jobs, where each job has a runs-on value and a steps list.","GitHub Actions workflows are triggered by events defined in the on field of a workflow
file. Common triggers include push and pull_request for code changes, schedule for
cron-based automation, and workflow_dispatch for manual triggering via the GitHub UI.
Filters such as branches and paths narrow which events actually trigger a workflow. The
workflow_call trigger allows a workflow to be reused by other workflows within the same
or different repositories.",0.10309278350515465,0.8319229483604431,0.0008202000171877444,2.3188217999995686,2.3196420000167564
38,How does GitHub verify that a webhook payload is authentic?,tfidf,"245_github_webhook_hmac_verification, 045_github_webhooks_events, 044_github_webhooks_overview",044_github_webhooks_overview,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.5,0.5,GitHub computes an HMAC-SHA256 signature of the payload and includes it in a header for the receiver to validate.,"GitHub signs webhook payloads with an HMAC-SHA256 signature so that receivers can verify the payload originated from GitHub and was not tampered with in transit.
When a webhook secret is configured, GitHub computes the HMAC of the raw request body using the secret as the key and includes the result in the X-Hub-Signature-256 header in the format sha256=<hex_digest>.
The receiving server must recompute the HMAC using the same secret and compare it to the header value using a constant-time comparison function to prevent timing attacks. Requests where the signature does not match should be rejected with a 400 or 403 status.
Webhook secrets should be long, random strings stored securely in environment variables and rotated periodically. Skipping signature verification opens the endpoint to spoofed events that could trigger unintended actions such as deployments or database changes.",0.17177914110429449,0.8761952519416809,0.0008086999878287315,1.2834325999720022,1.284241299959831
39,When should the major version number be incremented in Semantic Versioning?,tfidf,"048_rest_api_versioning, 046_semantic_versioning_overview, 129_github_copilot_create",046_semantic_versioning_overview,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,The major version is incremented when a breaking change incompatible with the previous API is introduced.,"API versioning allows a service to evolve without breaking existing clients. Common
strategies include URI versioning such as /v1/users, request header versioning using a
custom header such as API-Version, and media type versioning using the Accept header.
URI versioning is the most visible and easiest to test but couples the version to the
URL structure. Regardless of strategy, the API documentation should clearly state
supported versions, the deprecation timeline for old versions, and migration guidance
for clients.",0.10526315789473685,0.8431758880615234,0.011869899986777455,1.003029500017874,1.0148994000046514
40,What naming convention should REST API resource paths follow?,tfidf,"047_rest_api_resource_naming, 024_http_methods, 066_git_tags_releases",047_rest_api_resource_naming,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,"Use plural nouns for collections and unique identifiers for individual resources, with nesting limited to two levels.","RESTful API design guidelines recommend using nouns rather than verbs in resource URIs
and structuring paths to reflect resource hierarchies. Collections should be named with
plural nouns such as /users, and individual resources should be identified by a unique
identifier in the path such as /users/42. Nesting paths such as /users/42/posts should
reflect a clear ownership relationship but should not exceed two levels to maintain
readability. Query parameters should be used for filtering, sorting, and pagination
rather than embedding these concerns in the path.",0.17307692307692307,0.8625765442848206,0.0011258000158704817,1.247985499969218,1.2491112999850884
41,How should a REST API communicate errors to clients?,tfidf,"097_error_handling_best_practices, 049_rest_api_error_responses, 110_github_graphql_api",049_rest_api_error_responses,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,Return an appropriate 4xx or 5xx status code with a structured body containing a machine-readable code and a human-readable message.,"Robust error handling ensures that a software system behaves predictably when something
goes wrong and provides enough information to diagnose and fix the problem. Errors should
be caught at the appropriate level of abstraction: low-level I/O errors should be
translated into domain-specific exceptions before they propagate to the API layer. APIs
should return structured error responses with consistent formats rather than leaking
internal implementation details or stack traces to clients. Errors should be logged with
sufficient context, including request identifiers, to enable correlation across
distributed systems.",0.05405405405405405,0.818793773651123,0.001228500041179359,2.2416595999966376,2.242888100037817
